"TABLE_NAME","CONSTRAINT_NAME","TABLE_NAME_REF","FKCOLUMNNAME","HASINDEX","WEIGHT"
"ADM371","FK_ADM371_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM371","FK_ADM371_ADM448","ADM448","ADM448_REPASS_RECEIPT_ID","Y","64"
"ADM371","FK_ADM371_SYS001","SYS001","SYS001_INSTITUTION_ID","Y","64"
"ADM371","FK_ADM371_SYS009","SYS009","SYS009_PROFESSIONAL_ID","Y","9216"
"ADM371","FK_ADM371_SYS024","SYS024","SYS024_CREDENTIAL_INST","Y","128"
"ADM372","FK_ADM372_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM372","FK_ADM372_ADM169","ADM169","ADM169_CUSTOMER_ID","Y","4096"
"ADM374","FK_ADM374_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM374","FK_ADM374_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"ADM374","FK_ADM374_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM375","FK_ADM375_ADM138","ADM138","ADM138_EXAMINATION_ID","Y","576"
"ADM375","FK_ADM375_ADM374","ADM374","ADM374_DELIVERY_PROTOCOL_ID","Y","64"
"ADM376","FK_ADM376_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM376","FK_ADM376_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM377","FK_ADM377_ADM336","ADM336","ADM336_REPASS_EMS_ID","Y","128"
"ADM377","FK_ADM377_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM378","FK_ADM378_ADM354","ADM354","ADM354_REPASS_FLOW_PAYMENT_ID","Y","45056"
"ADM378","FK_ADM378_ADM355","ADM355","ADM355_REPASS_CASH_LOG_ID","Y","128"
"ADM378","FK_ADM378_ADM377","ADM377","ADM377_REPASS_CANCEL_LOG_ID","Y","64"
"ADM379","FK_ADM379_ADM215","ADM215","ADM215_TISS_DEMONST_CPT_ID","Y","3072"
"ADM379","FK_ADM379_ADM219","ADM219","ADM219_TISS_DEMONST_SERVICE_ID","Y","1024"
"ADM379","FK_ADM379_ADM229","ADM229","ADM229_TISS_DEMONST_SOL_ID","Y","64"
"ADM379","FK_ADM379_ADM230","ADM230","ADM230_TISS_DEMONST_MEDIC_ID","Y","2048"
"ADM379","FK_ADM379_ADM231","ADM231","ADM231_TISS_DEMONST_MAT_ID","Y","3072"
"ADM379","FK_ADM379_ADM232","ADM232","ADM232_TISS_DEMONST_SUG_MAT_ID","Y","64"
"ADM379","FK_ADM379_ADM333","ADM333","ADM333_APPEAL_GLOSS_OPER_ID","Y","64"
"ADM379","FK_ADM379_ADM470","ADM470","ADM470_TISS_DEMONST_PKG_ID","Y","128"
"ADM380","FK_ADM380_ADM199","ADM199","ADM199_COMPETENCE_ID","Y","64"
"ADM380","FK_ADM380_ADM201","ADM201","ADM201_DISCOUNT_RULE_ID","Y","64"
"ADM380","FK_ADM380_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM381","FK_ADM381_ADM030","ADM030","ADM030_BANK_ACCOUNT_ID","Y","64"
"ADM381","FK_ADM381_ADM211","ADM211","ADM211_TISS_PAYMENT_DEMONST_ID","Y","128"
"ADM382","FK_ADM382_ADM067","ADM067","ADM067_INVOICE_ID","Y","44032"
"ADM382","FK_ADM382_ADM213","ADM213","ADM213_TISS_DEMONST_GUIDE_ID","Y","384"
"ADM382","FK_ADM382_ADM381","ADM381","ADM381_TISS_DEMONS_PAID_VAL_ID","Y","64"
"ADM383","FK_ADM383_ADM029","ADM029","ADM029_CPT_ID","Y","17408"
"ADM383","FK_ADM383_ADM135","ADM135","ADM135_INST_CPT_GROUP_ID","Y","64"
"ADM383","FK_ADM383_ADM137","ADM137","ADM137_HMO_CPT_TABLE_ID","Y","384"
"ADM384","FK_ADM384_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM384","FK_ADM384_ADM082","ADM082","ADM082_PRODUCT_ID","Y","14336"
"ADM384","FK_ADM384_SYS001","SYS001","SYS001_INSTITUTION_ID","Y","64"
"ADM385","FK_ADM385_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM385","FK_ADM385_ADM031","ADM031","ADM031_INSTITUTION_CPT_ID","Y","1024"
"ADM385","FK_ADM385_ADM138","ADM138","ADM138_EXAMINATION_ID","Y","576"
"ADM385","FK_ADM385_SYS001","SYS001","SYS001_INSTITUTION_ID","Y","64"
"ADM386","FK_ADM386_ADM068","ADM068","ADM068_PROTOCOL_ID","Y","3072"
"ADM386","FK_ADM386_ADM212","ADM212","ADM212_TISS_DEMONST_PROT_ID","Y","128"
"ADM386","FK_ADM386_ADM381","ADM381","ADM381_TISS_DEMONS_PAID_VAL_ID","Y","64"
"ADM387","FK_ADM387_ADM082","ADM082","ADM082_PRODUCT_ID","Y","14336"
"ADM387","FK_ADM387_ADM082_2","ADM082","ADM082_PRODUCT_PARENT_ID","Y","14336"
"ADM387","FK_ADM387_ADM310","ADM310","ADM310_CST_VALUE_RULE_ID","Y","192"
"ADM387","FK_ADM387_ADM368","ADM368","ADM368_PRODUCT_STRUCTURE_ID","Y","64"
"ADM387","FK_ADM387_STO007","STO007","STO007_PRODUCT_SUB_GROUP_ID","Y","64"
"ADM388","FK_ADM388_ADM448","ADM448","ADM448_REPASS_RECEIPT_ID","Y","64"
"ADM388","FK_ADM388_ADM448_2","ADM448","ADM448_REPASS_RECEIPT_ID_2","Y","64"
"ADM388","FK_ADM388_SYS009","SYS009","SYS009_PROFESSIONAL_ID","Y","9216"
"ADM388","FK_ADM388_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM388","FK_ADM388_SYS024","SYS024","SYS024_CREDENTIAL_INST_ID","Y","128"
"ADM389","FK_ADM389_ADM388","ADM388","ADM388_MINIMUM_PAY_CONFIG_ID","Y","64"
"ADM389","FK_ADM389_ADM448","ADM448","ADM448_REPASS_RECEIPT_ID","Y","64"
"ADM389","FK_ADM389_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM390","FK_ADM390_ADM077","ADM077","ADM077_REPASS_TIMETABLE_ID","Y","64"
"ADM390","FK_ADM390_ADM077_2","ADM077","ADM077_REPASS_TIMETABLE_NEWID","Y","64"
"ADM390","FK_ADM390_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM391","FK_ADM391_ADM079","ADM079","ADM079_REPASS_FLOW_ID","Y","31744"
"ADM391","FK_ADM391_ADM079_2","ADM079","ADM079_REPASS_FLOW_NEW_ID","Y","31744"
"ADM391","FK_ADM391_ADM390","ADM390","ADM390_REPASS_RECALCULATION_ID","Y","64"
"ADM392","FK_ADM392_SYS009","SYS009","SYS009_PROFESSIONAL_ID","Y","9216"
"ADM392","FK_ADM392_SYS024","SYS024","SYS024_CREDENTIAL_INST_ID","Y","128"
"ADM393","FK_ADM393_ADM079","ADM079","ADM079_REPASS_FLOW_ID","Y","31744"
"ADM393","FK_ADM393_ADM389","ADM389","ADM389_MINIMUM_PAYMENT_ID","Y","64"
"ADM393","FK_ADM393_ADM392","ADM392","ADM392_MINIMUM_PAY_FILTER_ID","Y","64"
"ADM394","FK_ADM394_ADM031","ADM031","ADM031_INSTITUTION_CPT_ID","Y","1024"
"ADM394","FK_ADM394_ADM047","ADM047","ADM047_CPT_TYPE_ID","Y","64"
"ADM394","FK_ADM394_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"ADM394","FK_ADM394_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM395","FK_ADM395_ADM138","ADM138","ADM138_EXAMINATION_ID","Y","576"
"ADM395","FK_ADM395_LAB053","LAB053","LAB053_DELIVERY_METHOD_ID","Y","64"
"ADM398","FK_ADM398_ADM082","ADM082","ADM082_PRODUCT_ID","Y","14336"
"ADM398","FK_ADM398_ADM369","ADM369","ADM369_STRUCTURE_SUBGROUP_ID","Y","64"
"ADM399","FK_ADM399_ADM082","ADM082","ADM082_PRODUCT_ID","Y","14336"
"ADM399","FK_ADM399_ADM094","ADM094","ADM094_USE_UNIT_ID","Y","64"
"ADM400","FK_ADM400_SYS002","SYS002","SYS002_PATIENT_UNIT_ID","Y","128"
"ADM400","FK_ADM400_SYS009","SYS009","SYS009_PROFESSIONAL_ID","Y","9216"
"ADM400","FK_ADM400_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM401","FK_ADM401_ADM400","ADM400","ADM400_EXAM_REQUEST_ID","Y","61440"
"ADM401","FK_ADM401_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM402","FK_ADM402_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM403","FK_ADM403_ADM077","ADM077","ADM077_REPASS_TIMETABLE_ID","Y","64"
"ADM403","FK_ADM403_SYS001","SYS001","SYS001_INSTITUTION_ID","Y","64"
"ADM405","FK_ADM405_ADM145","ADM145","ADM145_BUDGET_MODEL_ID","Y","64"
"ADM405","FK_ADM405_SYS001","SYS001","SYS001_INSTITUTION_ID","Y","64"
"ADM406","FK_ADM406_ADM132","ADM132","ADM132_TISS_GUIDE_ID","Y","59392"
"ADM406","FK_ADM406_ADM271","ADM271","ADM271_BILL_PACKAGE_ID","Y","4096"
"ADM407","FK_ADM407_ADM023","ADM023","ADM023_SERVICE_ID","Y","64"
"ADM407","FK_ADM407_ADM031","ADM031","ADM031_INSTITUTION_CPT_ID","Y","1024"
"ADM407","FK_ADM407_ADM135","ADM135","ADM135_INST_CPT_GROUP_ID","Y","64"
"ADM408","FK_ADM408_ADM153","ADM153","ADM153_CHECKUP_PROT_ID","Y","64"
"ADM408","FK_ADM408_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM409","FK_ADM409_ADM141","ADM141","ADM141_BUDGET_ID","Y","128"
"ADM409","FK_ADM409_SYS009","SYS009","SYS009_CPT_PROFESSIONAL_ID","Y","9216"
"ADM410","FK_ADM410_ADM141","ADM141","ADM141_BUDGET_ID","Y","128"
"ADM410","FK_ADM410_ADT001","ADT001","ADT001_ADMISSION_ID","Y","27648"
"ADM410","FK_ADM410_PAD001","PAD001","PAD001_PRE_ADMISSION_ID","Y","2048"
"ADM410","FK_ADM410_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM412","FK_ADM412_ADM411","ADM411","ADM411_PROD_NOT_CHARGED_CFG_ID","Y","64"
"ADM412","FK_ADM412_SYS001","SYS001","SYS001_INSTITUTION_ID","Y","64"
"ADM413","FK_ADM413_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM413","FK_ADM413_ADM411","ADM411","ADM411_PROD_NOT_CHARGED_CFG_ID","Y","64"
"ADM414","FK_ADM414_ADM411","ADM411","ADM411_PROD_NOT_CHARGED_CFG_ID","Y","64"
"ADM414","FK_ADM414_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"ADM415","FK_ADM415_ADM411","ADM411","ADM411_PROD_NOT_CHARGED_CFG_ID","Y","64"
"ADM416","FK_ADM416_ADM411","ADM411","ADM411_PROD_NOT_CHARGED_CFG_ID","Y","64"
"ADM416","FK_ADM416_SYS003","SYS003","SYS003_UNIT_CATEGORY_ID","Y","64"
"ADM417","FK_ADM417_ADM138","ADM138","ADM138_EXAMINATION_ID","Y","576"
"ADM417","FK_ADM417_ADM400","ADM400","ADM400_EXAM_REQUEST_ID","Y","61440"
"ADM417","FK_ADM417_ADM402","ADM402","ADM402_EXAM_REQUEST_LOT_ID","Y","25600"
"ADM417","FK_ADM417_ADM434","ADM434","ADM434_EXAM_ITEM_STATUS_ID","Y","64"
"ADM417","FK_ADM417_AM009","AM009","AM009_AUTH_REQUEST_ITEM_ID","Y","1638400"
"ADM417","FK_ADM417_SCH003","SCH003","SCH003_LOCK_ID","Y","360448"
"ADM417","FK_ADM417_SYS002","SYS002","SYS002_EXECUTION_UNIT_ID","Y","128"
"ADM417","FK_ADM471_SYS009","SYS009","SYS009_EXEC_PROFESSIONAL_ID","Y","9216"
"ADM419","FK_ADM419_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM419","FK_ADM419_ADM002","ADM002","ADM002_PLAN_ID","Y","256"
"ADM419","FK_ADM419_ADM031","ADM031","ADM031_INSTITUTION_CPT_ID","Y","1024"
"ADM419","FK_ADM419_ADM056","ADM056","ADM056_MEDICAL_ATTENTION_ID","Y","114688"
"ADM419","FK_ADM419_ADM076","ADM076","ADM076_REPASS_PAYMENT_DIST_ID","Y","64"
"ADM419","FK_ADM419_ADM077","ADM077","ADM077_REPASS_TIMETABLE_ID","Y","64"
"ADM419","FK_ADM419_ADM114","ADM114","ADM114_RECEIPT_PRIVATE_ID","Y","3072"
"ADM419","FK_ADM419_ADM115","ADM115","ADM115_RECEIPT_INVOICE_ID","Y","3072"
"ADM419","FK_ADM419_ADM135","ADM135","ADM135_INST_CPT_GROUP_ID","Y","64"
"ADM419","FK_ADM419_EIR001","EIR001","EIR001_MPI","Y","524288"
"ADM419","FK_ADM419_SYS009","SYS009","SYS009_HONOR_PROF_ID","Y","9216"
"ADM419","FK_ADM419_SYS009_2","SYS009","SYS009_MED_PERFORMER_PROF_ID","Y","9216"
"ADM419","FK_ADM419_SYS009_3","SYS009","SYS009_PROVISION_PROF_ID","Y","9216"
"ADM419","FK_ADM419_SYS024","SYS024","SYS024_CREDENTIAL_INST_ID","Y","128"
"ADM420","FK_ADM420_ADM420","ADM420","ADM420_PARENT_ID","Y","128"
"ADM420","FK_ADM420_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"ADM420","FK_ADM420_SYS112","SYS112","SYS112_BUILDING_ID","Y","64"
"ADM421","FK_ADM421_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM421","FK_ADM421_ADM002","ADM002","ADM002_PLAN_ID","Y","256"
"ADM421","FK_ADM421_ADM298","ADM298","ADM298_MODEL_TABLE_COVER_ID","Y","128"
"ADM421","FK_ADM421_SYS012","SYS012","SYS012_PHYSICIAN_SPEC_ID","Y","64"
"ADM422","FK_ADM422_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM423","FK_ADM423_ADM422","ADM422","ADM422_ALTERNATIVE_TABLE_ID","Y","64"
"ADM423","FK_ADM423_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM424","FK_ADM424_ADM082","ADM082","ADM082_PRODUCT_ID","Y","14336"
"ADM424","FK_ADM424_ADM423","ADM423","ADM423_ALTERNATIVE_ITEM_ID","Y","25600"
"ADM425","FK_ADM425_ADM423","ADM423","ADM423_ALTERNATIVE_ITEM_ID","Y","25600"
"ADM425","FK_ADM425_ADM424","ADM424","ADM424_LINK_PRODUCTS_ID","Y","7168"
"ADM425","FK_ADM425_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM426","FK_ADM426_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM426","FK_ADM426_ADM422","ADM422","ADM422_ALTERNATIVE_TABLE_ID","Y","64"
"ADM427","FK_ADM427_ADM336","ADM336","ADM336_REPASS_EMS_ID","Y","128"
"ADM427","FK_ADM427_ADM448","ADM448","ADM448_REPASS_RECEIPT_ID","Y","64"
"ADM427","FK_ADM427_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM428","FK_ADM428_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM428","FK_ADM428_ADM002","ADM002","ADM002_PLAN_ID","Y","256"
"ADM428","FK_ADM428_ADM055","ADM055","ADM055_BILL_ID","Y","31744"
"ADM428","FK_ADM428_ADM067","ADM067","ADM067_INVOICE_ID","Y","44032"
"ADM428","FK_ADM428_ADM068","ADM068","ADM068_PROTOCOL_ID","Y","3072"
"ADM428","FK_ADM428_EIR001","EIR001","EIR001_MPI","Y","524288"
"ADM428","FK_ADM428_SYS001","SYS001","SYS001_INSTITUTION_ID","Y","64"
"ADM428","FK_ADM428_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM429","FK_ADM429_ADM199","ADM199","ADM199_COMPETENCE_ID","Y","64"
"ADM429","FK_ADM429_ADM201","ADM201","ADM201_DISCOUNT_RULE_ID","Y","64"
"ADM431","FK_ADM431_ADM430","ADM430","ADM430_POSITIVE_ANSWER_ID","Y","64"
"ADM431","FK_ADM431_ADM430_2","ADM430","ADM430_NEGATIVE_ANSWER_ID","Y","64"
"ADM432","FK_ADM432_ADM432","ADM432","ADM432_PARENT_VERSION_ID","Y","320"
"ADM432","FK_ADM432_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM433","FK_ADM433_ADM150","ADM150","ADM150_PREPARE_ID","Y","832"
"ADM433","FK_ADM433_ADM430_2","ADM430","ADM430_ANSWER_ID","Y","64"
"ADM433","FK_ADM433_ADM431","ADM431","ADM431_QUESTION_ID","Y","64"
"ADM433","FK_ADM433_ADM432","ADM432","ADM432_QUESTIONNAIRE_ID","Y","320"
"ADM435","FK_ADM435_ADM434","ADM434","ADM434_EXAM_ITEM_STATUS_ID","Y","64"
"ADM435","FK_ADM435_SYS009","SYS009","SYS009_PROFESSIONAL_ID","Y","9216"
"ADM435","FK_ADM435_SYS018","SYS018","SYS018_GROUP_ID","Y","64"
"ADM436","FK_ADM436_ADM153","ADM153","ADM153_CHECKUP_PROT_ID","Y","64"
"ADM436","FK_ADM436_EFG011","EFG011","EFG011_RUN_POINT_ID","Y","64"
"ADM438","FK_ADM438_ADM135","ADM135","ADM135_INST_CPT_GROUP_ID","Y","64"
"ADM438","FK_ADM438_ADM243","ADM243","ADM243_SUBGROUP_ID","Y","64"
"ADM438","FK_ADM438_ADM437","ADM437","ADM437_SEND_NORMAL_ID","Y","64"
"ADM438","FK_ADM438_ADM437_2","ADM437","ADM437_SEND_DISCOUNT_ID","Y","64"
"ADM439","FK_ADM439_ADM437","ADM437","ADM437_SEND_ACC_CONFIG_ERP_ID","Y","64"
"ADM441","FK_ADM441_ADM432","ADM432","ADM432_QUESTIONNAIRE_ID","Y","320"
"ADM441","FK_ADM441_ADM433","ADM433","ADM433_QUESTIONNAIRE_NODE_ID","Y","13312"
"ADM441","FK_ADM441_SCH004","SCH004","SCH004_LOCK_MEMBER_ID","Y","180224"
"ADM442","FK_ADM442_ADM065","ADM065","ADM065_PRIVATE_CHECKOUT_ID","Y","3072"
"ADM442","FK_ADM442_ADM068","ADM068","ADM068_PROTOCOL_ID","Y","3072"
"ADM442","FK_ADM442_ADM076","ADM076","ADM076_REPASS_PAYMENT_DIST_ID","Y","64"
"ADM442","FK_ADM442_ADM077","ADM077","ADM077_REPASS_TIMETABLE_ID","Y","64"
"ADM442","FK_ADM442_ADM079","ADM079","ADM079_REPASS_FLOW_ID","Y","31744"
"ADM442","FK_ADM442_ADM389","ADM389","ADM389_MINIMUM_PAYMENT_ID","Y","64"
"ADM442","FK_ADM442_EMR031","EMR031","EMR031_PATIENT_CPT_HONOR_ID","Y","650240"
"ADM442","FK_ADM442_SYS009","SYS009","SYS009_PROFESSIONAL_ID","Y","9216"
"ADM442","FK_ADM442_SYS024","SYS024","SYS024_CREDENTIAL_INST_ID","Y","128"
"ADM443","FK_ADM443_ADT004","ADT004","ADT004_BEDROOM_ID","Y","64"
"ADM443","FK_ADM443_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"ADM444","FK_ADM444_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM446","FK_ADM446_ADM445","ADM445","ADM445_VIEW_ID","Y","64"
"ADM447","FK_ADM447_ADM445","ADM445","ADM445_VIEW_ID","Y","64"
"ADM447","FK_ADM447_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"ADM449","FK_ADM449_ADM448","ADM448","ADM448_REPASS_RECEIPT_ID","Y","64"
"ADM449","FK_ADM449_INT014","INT014","INT014_EMS_ACCOUNT_ID","Y","64"
"ADM450","FK_ADM450_ADM064","ADM064","ADM064_CHKOUT_PAYMENTS_ID","Y","3072"
"ADM450","FK_ADM450_ADM114","ADM114","ADM114_RECEIPT_PRIVATE_ID","Y","3072"
"ADM450","FK_ADM450_ADM115","ADM115","ADM115_RECEIPT_INVOICE_ID","Y","3072"
"ADM451","FK_ADM451_ADM056","ADM056","ADM056_MEDICAL_ATTENTION_ID","Y","114688"
"ADM451","FK_ADM451_ADM169","ADM169","ADM169_CUSTOMER_ID","Y","4096"
"ADM451","FK_ADM451_ADT001","ADT001","ADT001_ADMISSION_ID","Y","27648"
"ADM451","FK_ADM451_EIR001","EIR001","EIR001_MPI","Y","524288"
"ADM451","FK_ADM451_PAD001","PAD001","PAD001_PRE_ADMISSION_ID","Y","2048"
"ADM451","FK_ADM451_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM452","FK_ADM452_ADM182","ADM182","ADM182_INVOICING_ITEM_ID","Y","64"
"ADM452","FK_ADM452_SYS001","SYS001","SYS001_INSTITUTION_ID","Y","64"
"ADM454","FK_ADM454_ADM453","ADM453","ADM453_PANEL_PEP_ID","Y","64"
"ADM454","FK_ADM454_SUR001","SUR001","SUR001_EQUIPMENT_ID","Y","64"
"ADM455","FK_ADM455_ADM055","ADM055","ADM055_BILL_ID","Y","31744"
"ADM455","FK_ADM455_ADM451","ADM451","ADM451_ADVANCE_BY_ATTENTION_ID","Y","64"
"ADM456","FK_ADM456_ADM055","ADM055","ADM055_BILL_ID","Y","31744"
"ADM456","FK_ADM456_ADM056","ADM056","ADM056_MEDICAL_ATTENTION_ID","Y","114688"
"ADM456","FK_ADM456_ADM067","ADM067","ADM067_INVOICE_ID","Y","44032"
"ADM456","FK_ADM456_ADM211","ADM211","ADM211_TISS_PAYMENT_DEMONST_ID","Y","128"
"ADM456","FK_ADM456_ADM213","ADM213","ADM213_TISS_DEMONST_GUIDE_ID","Y","384"
"ADM456","FK_ADM456_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM458","FK_ADM458_ADM023","ADM023","ADM023_SERVICE_ID","Y","64"
"ADM458","FK_ADM458_ADM363","ADM363","ADM363_CHARGE_UNIT_ID","Y","64"
"ADM459","FK_ADM459_ADM458","ADM458","ADM458_CONFIG_RULE_SERVICE_ID","Y","64"
"ADM459","FK_ADM459_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"ADM460","FK_ADM460_ADM458","ADM458","ADM458_CONFIG_RULE_SERVICE_ID","Y","64"
"ADM460","FK_ADM460_SYS001","SYS001","SYS001_INSTITUTION_ID","Y","64"
"ADM461","FK_ADM461_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM461","FK_ADM461_ADM458","ADM458","ADM458_CONFIG_RULE_SERVICE_ID","Y","64"
"ADM464","FK_ADM464_ADM138","ADM138","ADM138_EXAMINATION_ID","Y","576"
"ADM465","FK_ADM465_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM465","FK_ADM465_ADM464","ADM464","ADM464_EXAM_GROUP_ID","Y","320"
"ADM466","FK_ADM466_ADM031","ADM031","ADM031_INSTITUTION_CPT_ID","Y","1024"
"ADM466","FK_ADM466_ADM464","ADM464","ADM464_EXAM_GROUP_ID","Y","320"
"ADM467","FK_ADM467_ADM023","ADM023","ADM023_SERVICE_ID","Y","64"
"ADM467","FK_ADM467_ADM464","ADM464","ADM464_EXAM_GROUP_ID","Y","320"
"ADM468","FK_ADM468_ADM302","ADM302","ADM302_BILLCHECKOUT_OWNER_ID","Y","64"
"ADM469","FK_ADM469_ADM101","ADM101","ADM101_PRODUCT_VALUE_ID","Y","409600"
"ADM469","FK_ADM469_ADM127","ADM127","ADM127_RECEIPT_ENTRANCE_ID","Y","7168"
"ADM469","FK_ADM469_ADM308","ADM308","ADM308_CST_VALUE_TABLE_ID","Y","64"
"ADM469","FK_ADM469_ADM312","ADM312","ADM312_CST_VALUE_PROD_ID","Y","64"
"ADM470","FK_ADM470_ADM211","ADM211","ADM211_TISS_PAYMENT_DEMONST_ID","Y","128"
"ADM470","FK_ADM470_ADM326","ADM326","ADM326_GLOSS_APPEAL_REASON_ID","Y","64"
"ADM470","FK_ADM470_ADM406","ADM406","ADM406_PACK_TISS_GUIDE_ID","Y","1024"
"ADM470","FK_ADM470_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM471","FK_ADM471_ADM067","ADM067","ADM067_INVOICE_ID","Y","44032"
"ADM471","FK_ADM471_ADM114","ADM114","ADM114_RECEIPT_PRIVATE_ID","Y","3072"
"ADM472","FK_ADM472_ADM210","ADM210","ADM210_REASON_GLOSS_ID","Y","64"
"ADM472","FK_ADM472_ADM470","ADM470","ADM470_TISS_DEMONST_PKG_ID","Y","128"
"ADM473","FK_ADM473_ADM082","ADM082","ADM082_PRODUCT_ID","Y","14336"
"ADM473","FK_ADM473_ADM464","ADM464","ADM464_EXAM_GROUP_ID","Y","320"
"ADM474","FK_ADM474_ADM024","ADM024","ADM024_KIT_ID","Y","192"
"ADM474","FK_ADM474_ADM464","ADM464","ADM464_EXAM_GROUP_ID","Y","320"
"ADM475","FK_ADM475_ADM257","ADM257","ADM257_PACKAGE_INVOICING_ID","Y","64"
"ADM475","FK_ADM475_ADM464","ADM464","ADM464_EXAM_GROUP_ID","Y","320"
"ADM476","FK_ADM476_ADM184","ADM184","ADM184_OPERATION_KIND_RULE_ID","Y","64"
"ADM476","FK_ADM476_SYS001","SYS001","SYS001_INSTITUTION_ID","Y","64"
"ADM477","FK_ADM477_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM479","FK_ADM479_ADM024","ADM024","ADM024_KIT_ID","Y","192"
"ADM479","FK_ADM479_ADM138","ADM138","ADM138_EXAMINATION_ID","Y","576"
"ADM480","FK_ADM480_ADM451","ADM451","ADM451_ADVANCE_BY_ATTENTION_ID","Y","64"
"ADM480","FK_ADM480_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM482","FK_ADM482_ADM481","ADM481","ADM481_LOG_AUDIT_ID","N","64"
"ADM484","FK_ADM484_ADM023","ADM023","ADM023_SERVICE_ID","Y","64"
"ADM484","FK_ADM484_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"ADM484","FK_ADM484_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM485","FK_ADM485_ADM082","ADM082","ADM082_PRODUCT_ID","Y","14336"
"ADM485","FK_ADM485_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"ADM485","FK_ADM485_SYS010","SYS010","SYS010_USER_ID","Y","512"
"ADM488","FK_ADM488_ADM135","ADM135","ADM135_INST_CPT_GROUP_ID","Y","64"
"ADM488","FK_ADM488_ADM486","ADM486","ADM486_COPARTICIPATION_RULE_ID","Y","64"
"ADM489","FK_ADM489_ADM031","ADM031","ADM031_INSTITUTION_CPT_ID","Y","1024"
"ADM489","FK_ADM489_ADM486","ADM486","ADM486_COPARTICIPATION_RULE_ID","Y","64"
"ADM490","FK_ADM490_ADM368","ADM368","ADM368_PRODUCT_STRUCTURE_ID","Y","64"
"ADM490","FK_ADM490_ADM486","ADM486","ADM486_COPARTICIPATION_RULE_ID","Y","64"
"ADM491","FK_ADM491_ADM082","ADM082","ADM082_PRODUCT_ID","Y","14336"
"ADM491","FK_ADM491_ADM486","ADM486","ADM486_COPARTICIPATION_RULE_ID","Y","64"
"ADM492","FK_ADM492_ADM023","ADM023","ADM023_SERVICE_ID","Y","64"
"ADM492","FK_ADM492_ADM486","ADM486","ADM486_COPARTICIPATION_RULE_ID","Y","64"
"ADM493","FK_ADM493_ADM124","ADM124","ADM124_SERVICE_TYPE_ID","Y","64"
"ADM493","FK_ADM493_ADM486","ADM486","ADM486_COPARTICIPATION_RULE_ID","Y","64"
"ADM494","FK_ADM494_ADM243","ADM243","ADM243_SUBGROUP_ID","N","64"
"ADM494","FK_ADM494_ADM486","ADM486","ADM486_COPARTICIPATION_RULE_ID","N","64"
"ADM495","FK_ADM495_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"ADM495","FK_ADM495_ADM002","ADM002","ADM002_PLAN_ID","Y","256"
