"TABLE_NAME","FULL_TABLE_NAME","NUM_ROWS","COMMENTS","BYTES"
"EMS002","EMS002_OFFLINE_QUEUE","68396","Tabela responsável por armazenar uma fila de mensagens de integração com o EMS quando o mesmo estiver off-line.","562036736"
"EC001","EC001_EXAM_REQUEST","0","Tabela de solicitação de exames","65536"
"EC006","EC006_EXAM_MEDICAL_REPORT","0","Tabela com o resultado/laudo do exame","65536"
"EC010","EC010_TRACKING","0","Tabela de rastreamento de status dos itens de uma solicitação","65536"
"TSS013","TSS013_PROCEDURE","5710","Procedimentos presentes em tabelas de domínio da ANS utilizados para padronizar a troca de mensagens TISS","589824"
"TSS004","TSS004_SERVICE_DOMAIN","3453","Tabela de domínio de taxas utilizadas para identificar as taxas vigentes que podem ser exportadas para a TISS","589824"
"SUR048","SUR048_SURGERY_SHEET_ROOM","10764","Armazena os dados da folha de sala cirúrgica","2097152"
"SUR053","SUR053_DOC","0","Tabela de documentos anexos da cirurgia.","65536"
"ADM417","ADM417_EXAM_REQUEST_ITEM","839516","Tabela guarda os exames de uma solicitação de exames","53477376"
"MP2030","MP2030_PATIENT_EVOLUTION","1472013","Tabela de registro da evolução de paciente","864026624"
"MPR093","MPR093_PRESC_NURSING_CARE","0","Tabela de cuidados vinculados a uma prescrição de enfermagem.","65536"
"WWF015","WWF015_TRACKING","3631855","Responsável por armazenar o tracking de atividades de um determinado workflow.","327155712"
"MP2232","MP2232_TEXT_TEMPLATE","195","Guarda os templates de texto usados no PEP","131072"
"CST036","CST036_NUTRIT_ATTENTION","0","","65536"
"CST035","CST035_SPEECH_EVALUAT","0","Tabela para guardar avaliações de terapia fonoaudióloga","65536"
"CST034","CST034_OCCUPATIONAL_THERAPY","0","Tabela para guardar avaliações de terapia ocupacional","65536"
"CST025","CST025_IMAGE_ASIGNATURE","0","","65536"
"CLS001","CLS001_CLEAN_ACTIVITIE","1","","65536"
"CFG011","CFG011_AR_CUSTOM","1","Tabela com as Usuário necessárias para o funcionamento do componente de relatórios Active Reports","65536"
"ADM212","ADM212_TISS_DEMONST_PROTOCOL","589","Tabela dos Lotes dos Demonstrativos de Pagamento","131072"
"ADM209","ADM209_REQUEST_DISCOUNT_RULE","845","","131072"
"ADM149","ADM149_BUDGET_PARAMETERS","1","Tabela que armazena os parâmetros do orçamento.","65536"
"ADM141","ADM141_BUDGET","267","Tabela que armazena os orçamentos.","131072"
"ADM130","ADM130_REPASS_GROUP","0","Grupo de repasse","65536"
"ADM122","ADM122_RECEIPT_CANCELED","688","Notas fiscais canceladas de particular convênio e co-participação","131072"
"ADM120","ADM120_BILL_CANCELED","35276","Armazena cancelamento das contas","3145728"
"EFG003","EFG003_FORM_FIELD","0","Tabela que contém a configuração dos campos e respectivos componentes contidos nos Forms","131072"
"EFG002","EFG002_COMPONENT_TEMPLATE","0","Tabela que contém os templates dos campos que serão inseridos no Form","65536"
"EFG001","EFG001_FORM","34","Tabela que contém os dados do form","65536"
"CST043","CST043_ATTACH_ARCHIVES","0","","65536"
"CST042","CST042_PRAGNANT","0","","65536"
"CST041","CST041_ANTHROPOM_INQUERIT","0","","65536"
"CST037","CST037_CLINIC_INQUERITY","0","","65536"
"PHA005","PHA005_SIDE_EFFECTS","833","Tabela auxiliar para armazenar os efeitos colaterais do medicamento","65536"
"PHA004","PHA004_CONTRA_INDICATIONS","833","Tabela auxiliar que armazena as contra-indicações do medicamento","65536"
"PHA001","PHA001_MEDICATION","1879","Tabela de medicamento..S v existir para produtos que forem medicamentos.","131072"
"PED003","PED003_EVOLUTION","0","Tabela de evoluo do paciente.","65536"
"ER035","ER035_PRESCRIPT_EXAM","0"," ","65536"
"ER024","ER024_PRESCRIPT_VITAL_SIGN","0"," ","65536"
"ER020","ER020_PRESCRIPT_MONITORING","0"," ","65536"
"ER018","ER018_PRESCRIPT_VENT","0"," ","65536"
"SYS059","SYS059_PDA_PRINTER","531","Impressoras que emitirão etiquetas Data Matrix. O PDA ir imprimir na impressora que estiver cadastrada neste cadastro.","65536"
"SYS058","SYS058_SIMPLE_REGISTER_ITEM","0","Armazena as informações referentes aos itens de configuração do cadastro simplificado","65536"
"SYS057","SYS057_SIMPLE_REGISTER","0","Armazena as informações referentes  utilização ou no de cadastro simplificado de pacientes em alguma etapa do processo","65536"
"SYS056","SYS056_ARRIVAL_TYPES","7","","65536"
"SYS055","SYS055_PATIENT_SOURCE","4","Tabela que armazena as possíveis origens do paciente","65536"
"SYS053","SYS053_REPORT_UNIT","24","","65536"
"SYS052","SYS052_REPORT","99","","65536"
"SYS051","SYS051_PRESCRIPT_SCHEDULE","0","Tabela que armazena os aprazamentos agrupados em uma Solicitação para um determinado estoque.","65536"
"SYS050","SYS050_UNIT_CLINICAL_VIEW","0","Tabela de permissões de visibilidade de dados clínicos entre as unidades.","65536"
"SYS049","SYS049_INSTITUTION_REG","1928","Código do Prestador na Operadora da Instituição Credenciada","131072"
"SYS048","SYS048_PROFESSIONAL_REG","2","Código do Prestador na Operadora do Profissional","65536"
"SYS047","SYS047_ANESTHETIC_TYPE","89","Cadastro de Tipos de Anestesia","65536"
"SYS046","SYS046_WS_PARAMETER","0","parametros utilizados no webservices","65536"
"SYS045","SYS045_WS_CONFIG","3","referente a integração com web services ","65536"
"SYS044","SYS044_UNIT_INSTITUTION","235","Tabela que indica as instituições (pessoas jurídicas) relacionadas a uma determinada unidade.","65536"
"SYS043","SYS043_PROFESSIONAL_BOARD","270","Tabela de conselho profissional.","65536"
"SYS042","SYS042_LOGRADOURO","185","Tabela de logradouro","65536"
"SYS041","SYS041_LENDER_TYPE","0","Tipo de Prestador de ServiçosPrestador,MédicoIntercâmbio,UnimedLaboratório,ClinicaHospital","65536"
"SUR007","SUR007_SURGERY_DESCRIPTION","0","Tabela contém descrições de uma cirurgia, por exemplo: Utilizar material especial","65536"
"SUR008","SUR008_UNAVAILABLE_EQUI_REASON","2","","65536"
"SUR006","SUR006_SURGERY_LEVEL","3","Indica o porte anestésico da cirurgia","65536"
"SUR005","SUR005_SURGERY_KIT_PRODUCTS","104492","Produtos dos kits cirúrgicos","4194304"
"SUR004","SUR004_SURGERY_KIT","5642","Kit cirúrgicos ou bandejas","786432"
"SUR003","SUR003_ANESTHETIC_GROUP","3","Grupo de Anestesistas","65536"
"SUR002","SUR002_ROOM","16","Sala cirúrgica","65536"
"SUR001","SUR001_EQUIPMENT","279","Equipamentos da instituição.","65536"
"STO046","STO046_PRODUCT_SUPPLYME_EXC","0","","65536"
"STO045","STO045_PRODUCT_SUPPLYME","0","","65536"
"STO044","STO044_STOCK_SUPPLYME_CONF","457","","65536"
"STO042","STO042_MOBILE_STOCK_PROD","5","Tabela de configuração dos produtos do estoques móveis da instituição.","65536"
"PXS002","PXS002_MESSAGE_CONTROL_DETAIL","852326","","50331648"
"ADM340","ADM340_CANCEL_INTEGRATION","1261","Tabela de registros de extorno de registro de integração.","131072"
"ADM339","ADM339_EMS_INTEGRATION","3668","Tabela de registros para integração com sistema EMS.","327680"
"ADM338","ADM338_REPASS_FLOW_LOG","0","Entidade que mantém os procedimentos cirúrgicos a serem realizados a partir de uma determinada ocupação.","65536"
"MP2022","MP2022_PRESCRIPTION_WEEKDAY","8657","Tabela com os dias da semana que o item foi prescrito.","262144"
"ADM337","ADM337_REPASS_FLOW_PREVIEW","399308","Configurações de Filtro do Workflow","38797312"
"ADM336","ADM336_REPASS_EMS","1314","Tabela de registros de integração de títulos de repasse com o ERP.","131072"
"MP2048","MP2048_WORKLIST","25","Tabela com as Aletas configuradas para a utilização da workarea no prontuário eletrônico.","65536"
"MP2047","MP2047_WA_WORKLIST","44","Tabela com as WORKLISTs configuradas para a utilização da workarea no prontuário eletrônico.","65536"
"MP2046","MP2046_WA_TAB","117","Tabela com as Aletas configuradas para a utilização da workarea no prontuário eletrônico.","65536"
"MP2045","MP2045_WA_UNITS","53","Tabela com as unidades configuradas para a utilização da workarea no prontuário eletrônico.","65536"
"MP2044","MP2044_WA_GROUPS","4","Tabela com os grupos de usuários configurados para a utilização da workarea no prontuário eletrônico.","65536"
"MP2043","MP2043_WA_SPECIALITIES","0","Tabela com as especialidades configuradas para a utilização da workarea do prontuário eletrônico.","65536"
"MP2042","MP2042_WA_PROFESSIONALS","223","Tabela com os profissionais configurados para a utilização da workarea do prontuário eletrônico.","65536"
"ADM477","ADM477_PRICE_EDITING_LOG","68290","Tabela de log de edição de preço","3145728"
"STO080","STO080_STOCK_TO_RETURN","4088716","Tabela que armazena os produtos que podem ser devolvidos de um paciente.","201326592"
"STO084","STO084_SUPPLIER_PRODUCT","1015","Vínculo Fornecedor e Produto","65536"
"STO079","STO079_ORIGIN_MOVEMENT_TYPE","48","Contém a origem das movimentações de estoque","65536"
"SUR067","SUR067_DEPT_REP_EXCEPTION","0","Tabela que guarda as exceções para o relatório de débito","65536"
"MP2106","MP2106_PRESC_VENTI_GAS","979","Tabela de gases de uma prescrição de ventilação","65536"
"TSS007","TSS007_BEDROOM_TYPE","45","Armazena os tipos de acomodação presentes em tabelas de domínio importadas para o HIS e fornecidas pela ANS para padronizar a troca de informações TISS","65536"
"MP2103","MP2103_VENTILATION_MODE","17","Tabela para representar modalidades de uma ventilação","65536"
"MP2102","MP2102_VENTILATION","60","Tabela de cadastro de ventilação","65536"
"MP2101","MP2101_GAS","5","Tabela de cadastro de gás","65536"
"SYS144","SYS144_AUTO_DISCHARGE_LOG","1","Tabela de log da alta automática","65536"
"ADM479","ADM479_EXAMINATION_KIT","0","Indica os kits vinculados ao Exame","65536"
"SUR069","SUR069_FILTER_CONS_PROD_REP","3","Armazena os filtros do relatório de produtos consignados.","65536"
"STO091","STO091_INVENTORIED","3450","Tabela de Inventário de Produtos","196608"
"STO092","STO092_INVENTORIED_ITEMS","6949","Tabela com os detalhes do Inventário","327680"
"STO016","STO016_DISPENSE_LOT","0","Tabela de Lotes por produto na dispensação.","65536"
"STO015","STO015_PRODUCTS_REQUEST","4843567","TABELA QUE ARMAZENA O ITEM DO PEDIDO COM OS DETALHAMENTOS DE STOCK DE ATENDIMENTO.","897581056"
"OPH010","OPH010_GLAUCOMA_PRESSURE","0"," ","65536"
"STO014","STO014_STOCK_REQUEST","587951","TABELA DE PEDIDOS DE RESSUPRIMENTO OU DISPENSACAO PARA O PACIENTE.","48234496"
"STO013","STO013_PRODUCTS_RECEIVING","0","Produtos recebidos.- Possui o identificador do produto recebido- Uma quantidade do produto.- Um Código de Barra (opcional)Um produto recebido pode possuir N lotes (STO003).","65536"
"STO012","STO012_STOCK_RECEIVING","0","Tabela que armazena os recebimentos de produtos.","65536"
"STO011","STO011_PRODUCT_MOVEMENT","5780840","PRODUTOS_MOVIMENTACAOTabelas que armazena os produtos envolvidos em uma movimentação.","587202560"
"STO010","STO010_MOVEMENT_TYPE","22","Tabela que contém os tipos de movimentação que ocorrem no estoque.Deve ter:1 - Baixa Manual2 - Transferência3 - Dispensação4 - Devolução5 - Baixa Manual do almoxarifados6 - Transferência entre almoxarifados","65536"
"STO009","STO009_STOCK_MOVEMENT","2961126","MOVIMENTACAO_ESTOQUEMovimentações realizadas no ou entre estoques.Armazena informações sobre transferencias, dispensações ou baixas manuais de estoque.-------------------------------------------------------Possui um relacionamento duplo com a tabela de Unidades (SYS002).1º: armazena o identificador da unidade de origem em uma transferencia ou movimentação avulça (baixa avulça do estoque).2º: somente será utilizado no caso de movimentações do tipo TRANSFERENCIA ou DISPENSAÇÃO, onde servirá para armazenar o código da unidade de DESTINO.-------------------------------------------------------Possui um relacionamento duplo com a tabela de Usuários (SYS010).1º : armazena o identificador do usuário que realizou a operação de movimentação, que pode ser uma baixa manual, transferencia, dispensação, etc.2º: armazena o identificador do usuário que realizou a CONFERENCIA da transferencia ou dispensação.  Somente será utilizado nestes dois tipos de movimentação.-------------------------------------------------------Possui um relacionamento com a tabela de pacientes (EMR001) para ser utilizado quando a movimentação for feita para o estoque de um determinado paciente.-------------------------------------------------------05/07/2002 by Laerte12/07/2002 by Laerte","461373440"
"STO008","STO008_PATIENT_STOCK","263123","Estoque reservado do Paciente...Se o estoque reservado estiver ligado a farmácia central, significa que este estoque foi reservado devido a uma prescriçao médica, porém ainda nao foi dispensado.","9437184"
"STO007","STO007_PRODUCT_SUB_GROUP","390","Tabela de GRUPO DE PRODUTOS, que podem variar na utilização.","65536"
"STO006","STO006_PRINT_LABELS","9941","Tabela que Log armazena o LOG de impressões de etiquetas para produtos.Ela armazena:Data e hora da impressão,Quantidade de itens impressos, Status da impressão  - Motivo do Cancelamento  - Tipo de Impressão  - Identificador do Lote  - Identificador do Produto  - Identificador do Usuário","524288"
"STO005","STO005_PRODUCT_STOCK_CONFIG","22279","Dados do Estoque do Produto","2097152"
"STO004","STO004_STOCK_LOTS","11","Tabela de lotes existentes por estoque","65536"
"STO003","STO003_PRODUCT_LOT","94325","Tabela dos lotes de fabricação dos produtos.Utilizada para o controle de validade.Possui:Número do Lote, Data de validade do Lote, Quantidade de Produtos liebrados para uso, Quantidade de Produtos bloqueados, Quantidade de etiquetas impressas, Identificador do PRODUTO (ADM082), Identificador do RECEBIMENTO (STO013),","7340032"
"STO002","STO002_STOCK_PRODUCTS","66369","Dados de estoque dos produtos em cada unidade de estoque","6291456"
"STO001","STO001_STOCK","234","Tabela do cadastro de unidades de estoque.","65536"
"SPP010","SPP010_AUDITING_CPT","6472","Procedimentos complementares resultantes da aplicação da auditoria.Estas informações complementarão os Procedimentos informados na admissão. Porém, precisam ser estruturados separadamente para representar que foram complementados a partir da execução da auditoria das admissões.","327680"
"SPP009","SPP009_AUDITING_CID","39483","CID complementares resultantes da aplicação da auditoria.Estas informações complementarão os CIDs informados na admissão. Porém, precisam ser estruturados separadamente para representar que foram complementados a partir da execução da auditoria das admissões.","2097152"
"SPP008","SPP008_VOLUME_ITEMS","198912","Tabela que contém os episódios por volumes","5242880"
"SPP007","SPP007_VOLUME","193546","","4194304"
"SPP006","SPP006_DOCUMENT_SOLICITE","69864","Cadastro dos documentos solicitados","3145728"
"SPP002","SPP002_SPECIFIC_LOCAL","15003","Cadastro do local específico do documento. Ex.: Sala -> Armário  > Gaveta A:Paísta D","851968"
"SPP001","SPP001_DOCUMENT_LOCAL","7","Cadastro dos locais onde serão armazenados os documentos/pastas recebidos no SPP para fins de localização física dos mesmos.","65536"
"SND008","SND008_PATIENT_DIET","0","","65536"
"SND007","SND007_ACCOMPANYING_MEAL","0","","65536"
"SND006","SND006_HL7_PRESCRIPT_DIET","0","","65536"
"SND005","SND005_ITEMS_MENU","0","","65536"
"SND003","SND003_PLATE","0","","65536"
"SND002","SND002_TYPE_PLATE","0","","65536"
"SND001","SND001_TYPE_MEAL","0","","65536"
"SIM019","SIM019_PARAMETERS","0","PARAMETROS DEFAULT UTILIZADOS NO SIMULADOR. ATUALMENTE TEMOS% TX ADM PADRO% SINISTRALIDADEQTDE PARCELAS PADRAO% TRIBUTOS% COMISSOES% MLE","65536"
"SIM018","SIM018_PRODUCT","0","Produtos do SimuladorElaboração PCMSOOperacionalização PCMSOexecução Exames Complementares PCMSOElaboração PPRAImplantação e Cursos Pertinentes  CIPAElaboração Laudos","65536"
"SIM017","SIM017_CONTROLS","0","Controles Existentes lançados no SIMULADOR","65536"
"SIM016","SIM016_GENERATING_SOURCE","0","Fontes geradoras do PPRA utilizadas no simulador para precificação","65536"
"SIM015","SIM015_AGE_RANGE_QTY","0"," ","65536"
"SIM014","SIM014_AGE_RANGE","0"," ","65536"
"SIM013","SIM013_SENT_LINK","0","SENHAS DE ACESSO ENVIADAS AOS CLIENTES PARA ACESSO AO SISTEMA.","65536"
"SIM012","SIM012_PROPOSAL_LOCAL","0","Locais de Atendimento que podem atender esta proposta. Utilizada para calcular a média de cada exame incluído na simulação","65536"
"SIM011","SIM011_PARAMETER_CO","0","PARAMETROS PROPOSTAS EM CUSTO OPERACIONAL","65536"
"SIM010","SIM010_PARAMETERS_RP","0","Parâmetros de proposta em RP","65536"
"SIM009","SIM009_PARAMETERS_SM","0","Parâmetros para Forma de Pagamento  SOB-MEDIDA","65536"
"SIM008","SIM008_PROPOSAL_EXAMS","0","Exames da Proposta","65536"
"SIM007","SIM007_PROPOSAL_RISK","0","Riscos da Proposta","65536"
"SIM006","SIM006_LOTACAO_PROPOSTA","0"," ","65536"
"SIM005","SIM005_PROPOSAL_VALUE","0","Valores da proposta por produto, sendo que o  usuário poder definir a quantidade de parcelas independente para cada produto. este valor pode ser NET ou COMERCIAL de acordo com a escolha do usuário ","65536"
"SIM004","SIM004_PROPOSAL_STATUS","0","STATUS DAS PROPOSTAS DEFINIDOS PELO USURIO, PODENDO COLOCAR QUALQUER STATUS, MAS TEM CARACTERSTICAS DE NEGOCIO DE ACORDO COM A CFG017","65536"
"SIM003","SIM003_PRODUCTS_PROPOSAL","0","Produtos da Proposta","65536"
"SIM002","SIM002_PROPOSAL","0","CORPO DAS PROPOSTAS","65536"
"SIM001","SIM001_PROPOSAL_OWNER","0","GRUPO DE PROPOSTAS,Serve para definir os owners(DONO) das propostas","65536"
"SCH060","SCH060_DETAIL_FIELD_MODEL","0","Modelo de campo de detalhe.","65536"
"SCH059","SCH059_DETAIL_FIELD","0","Estrutura de detalhe editável.  um campo adicional para a estrutura e no um detalhe genérico.","65536"
"SCH057","SCH057_LOCK_TRANSFER","208110","","11534336"
"SCH056","SCH056_SUR_CPT_LOCK_MEMBER","39299","","917504"
"SCH054","SCH054_SURGERY_LOCK","19905","","655360"
"SCH053","SCH053_SURGERY_SCHEDULE_CONFIG","4","","65536"
"SCH052","SCH052_DEFAULT_ENTITIES","21","Valores defaults para os tipos de entidades da agenda.Ex.: Profissional => SYS009_PROFESSIONAL => SYS009_PROFESSIONAL_ID => SYS009_NAME","65536"
"SCH050","SCH050_EXCLUDED_BLOCK","2"," ","65536"
"ADM444","ADM444_BEDROOM_ORDER_LOG","5","Registro de log de configuração de ordenação de quarto","65536"
"ADM445","ADM445_VIEW","5","Cadastro de visões","65536"
"ADM446","ADM446_VIEW_BED_TYPE","13","Cadastro dos tipos de leitos da visão","65536"
"ADM447","ADM447_VIEW_UNIT","38","Cadastro das unidades da visão","65536"
"PHA046","PHA046_PSYCHOTROPIC_BOOK","12","Tabela livro de psicrotropicos","65536"
"PHA047","PHA047_ACT_PRINC_PSYCHO_BOOK","88","Tabela que ira fazer a relacao entre o principio ativo e o livro de psicotropicos","65536"
"SUR062","SUR062_HR_TIMES_ROOM","571","Registro de tempos (Sala Híbrida)","131072"
"SUR063","SUR063_HEMO_TIMES_ROOM","3624","Registro de tempos (Hemodinâmica)","589824"
"SUR064","SUR064_IAM_TIMES_ROOM","3120","Registro de tempos (IAM)","262144"
"SUR065","SUR065_DELAY_SURGERY_TYPE","10","Motivos de atraso de Procedimentos Cirurgicos","65536"
"SUR066","SUR066_DELAY_SURGERY","1316","Registro de atrasos de Procedimentos Cirurgicos","65536"
"EMR069","EMR069_BILL_ITEM","12022423","Mantem o registro dos itens inseridos na conta do paciente","251658240"
"ADM457","ADM457_MODALITY","39","Cadastro de modalidades","65536"
"MP2143","MP2143_RELEASE_HISTORY","2510533","Tabela que armazena o histórico da liberação dos itens prescritos.","75497472"
"AM037","AM037_MANUAL_REQ_ITEM","3359","Tabela de Item da Requisição Manual de Autorização","196608"
"ADM428","ADM428_PROT_INV_CANCEL","0","Registro da fatura quando ocorre a desvinculação da fatura do lote que estava inserida","65536"
"MP2140","MP2140_DYNAMIC_FORM","59","Tabela contendo os dados dos formulários dinâmicos.","65536"
"MP2141","MP2141_GROUP_DYNAMIC_FORM","50","Tabela contendo os dados dos formulários dinâmicos.","65536"
"MP2142","MP2142_DYNAMIC_FORM_RULE","72","Tabela contendo as regras dos formulários dinâmicos.","65536"
"STO072","STO072_URGENCY_REQUEST_REASON","13","Tabela responsável por armazenar os motivos de solicitação de urgência","65536"
"ADM448","ADM448_REPASS_RECEIPT","195","Cadastro de Recibos de Repasse","65536"
"ADM449","ADM449_REPASS_RECEIPT_VALUE","200","Distribuição de valores de Recibo de Repasse","65536"
"ADM450","ADM450_RECEIPT_PAYMENTS","10465","Tabela na qual será armazenado os valores pagos de uma determinada parcela em relação ao repasse gerado.","458752"
"TSS031","TSS031_AUTH_FAILURE_ITEM","0","Tabela contendo as falhas de comunicação on-line para cada item enviado através da central por webservice.","65536"
"STO073","STO073_REQ_URGENCY_REASONS","232492","","5242880"
"ADM451","ADM451_ADVANCE_BY_ATTENTION","112","Tabela que armazena os adiantamentos realizados para um atendimento. Sempre terá apenas uma ER001 ou ADM169 que são os Sacados do adiantamento. O Adiantamento pode ser inserido desde a Pré-Internação e deve acompanhar o atendimento até o final.","65536"
"BLS005","BLS005_BLOOD_PATIENT","0","Item de hemocomponente dispensado para paciente","65536"
"LAB015","LAB015_EXAM_PENDENCY_TYPE","0","Tabela que armazena os tipos, ativos ou no, de pendências do exame.","65536"
"LAB014","LAB014_PATIENT_EXAMINATION","561247","Exames do paciente vinculados ao boletim de SADT.","13631488"
"LAB013","LAB013_EXAM_PROFESSIONAL","561462","Médicos solicitantes dos EXAMES do boletim de atendimento (SADT).","13631488"
"LAB012","LAB012_ADMISSION_EXAMINATION","561671","Exames lançados no boletim de atendimento da recepção do laboratório.","32505856"
"INT024","INT024_CLEAN_STATUS","71084","Tabela referente ao status da higienização","6291456"
"INT022","INT022_EMS_PROD_TYPE_CORREL","111","Correlacionamento de tipo de produtos do HIS com grupo de estoque do EMS","65536"
"INT021","INT021_EXAMINATION_CORELAT","0","Tabela de correlacionamento de exames com sistemas parceiros de laboratórios.","65536"
"INT020","INT020_EMS_PAY_DOC_KEY","40","Chaves dos documentos de contas a pagar implantados no EMS5.","65536"
"INT019","INT019_EMS_REC_DOC_KEY","0","Chaves dos documentos de contas a receber implantados no EMS5.","65536"
"INT018","INT018_EMS_COLLECTOR","0","Relacionamento de Portador com o EMS5.Inicialmente, os portadores serão por Tipo de Pagamento.","65536"
"INT017","INT017_EMS_REC_FLOW_TYPE","458","Relacionamento de Tipo de Fluxo Financeiro com o EMS5.Inicialmente, ser relacionado ao convênio.","65536"
"INT016","INT016_EMS_BUSINESS_UNIT","17","Relacionamento de Unidade de Negócio com o EMS5.Inicialmente o relacionamento ser por categoria de unidade.","65536"
"INT015","INT015_EMS_SITE","0","Relacionamento de Estabelecimento com o EMS5.Inicialmente ser relacionado com Instituição Credenciada.","65536"
"INT014","INT014_EMS_ACCOUNT","417","Relacionamento de Contas Contábeis com o EMS5.Inicialmente as contas contábeis estarão vinculadas a instituição credenciada.","65536"
"INT013","INT013_EMS_CODE_CORELATION","22145","Correlacionamento dos IDs com o ERP EMS.","589824"
"INT012","INT012_DTS_MESSAGE_CONFIG","169","Configuração padrão das mensagens de integração do padrão Datasul.","65536"
"INT011","INT011_UNIT_RELATION_CODE","0","Códigos Externos para utilização do serviço de biometria integrado  unidade, software e operadora.","65536"
"INT010","INT010_PIRAMIDE_NDO_REASON","0","Tabela de integração com o ERP Pirâmide.Armazena as NDOs por motivo de baixa.","65536"
"INT009","INT009_HMO_RELATION","0","Tabela DE-PARA entre a ADM001_HMO (Operadora) e o Código externo vindo do SW.","65536"
"INT008","INT008_UNIT_RELATION","0","Tabela de DE-PARA entre os códigos da SYS002_UNIT e os códigos dos outros softwares gerenciados pela INT007_SOFTWARE","65536"
"INT007","INT007_SOFTWARE","0","Cadastro dos softwares que utilizarão autenticação biométrica","65536"
"INT006","INT006_DEPOSIT_CORRELATION","206"," ","65536"
"INT004","INT004_PIRAMIDE_REQUEST","0","Tabela de integração com o ERP Pirâmide.Armazena os códigos de requisição de estoque gerados pelo Pirâmide","65536"
"INT003","INT003_PIRAMIDE_NDO","0","Tabela de integração com o ERP PirâmideArmazena os códigos das NDO da Pirâmide de acordo com o Tipo de movimentação de estoque (STO010) e o plano (ADM002)","65536"
"INT002","INT002_PIRAMIDE_APLICACAO","0","Tabela de integração com o ERP Pirâmide.Armazena os códigos das aplicações da Pirâmide relacionados s unidades do PersonalMed.","65536"
"INT001","INT001_CITY","5478","Utilizada para integrações de cidades com base de outros sistemas (ex, ERP  SERIOUS)","262144"
"HL7010","HL7010_EXCEPTION_MANAGER","0","","65536"
"HL7009","HL7009_MESSAGE_ROUTER","9","","65536"
"HL7008","HL7008_EXTERNAL_APPLICATION","4","","65536"
"HL7007","HL7007_ADDITIONAL_ATTRIBUTE","0","","65536"
"HL7004","HL7004_METHOD_MESSAGE","8","","65536"
"HL7003","HL7003_METHOD_ATTRIBUTE","176","","65536"
"HL7002","HL7002_METHOD_INVOKED","1","","65536"
"HL7001","HL7001_MESSAGE","9","","65536"
"GYN034","GYN034_EXAM","0"," ","65536"
"GYN033","GYN033_MEDICAL_FINDING","0"," ","65536"
"GYN032","GYN032_PRENATAL_RISK","0"," ","65536"
"GYN031","GYN031_GESTATION_ATTENTION","0"," ","65536"
"GYN030","GYN030_PRENATAL","0"," ","65536"
"GYN029","GYN029_GESTATION","0"," ","65536"
"GYN028","GYN028_GEST_RISK_DETAIL","42"," ","65536"
"GYN027","GYN027_GEST_RISK_GROUP","3"," ","65536"
"GYN026","GYN026_PUERP_CONTRACEPTION","0"," ","65536"
"GYN025","GYN025_PUERPERY","0"," ","65536"
"GYN024","GYN024_JUST_BORN","0"," ","65536"
"GYN023","GYN023_CHILDBIRTH","0"," ","65536"
"GYN022","GYN022_PUERPERY_TYPE","3"," ","65536"
"GYN021","GYN021_CHILDBIRTH_PUERPERY","0"," ","65536"
"GYN020","GYN020_CLIMATERY_DETAIL","0"," ","65536"
"GYN019","GYN019_MENOPAUSIC_INDEX","11"," ","65536"
"GYN018","GYN018_CLIMATERY","0"," ","65536"
"GYN016","GYN016_UROGYN_SPECIFIC","0"," ","65536"
"SCH049","SCH049_IN_ENT_ITM_FLD_MODEL","3","Indica quais são os detalhes da Estrutura Modelo dos itens de entidades incluídas.","65536"
"SCH048","SCH048_CONF_USER_GROUP","6","Grupo de usuários que integram o grupo de confirmaes de agendamentos.","65536"
"SCH047","SCH047_CONF_GROUP_CPT","0","Procedimentos que integram o grupo de confirmaes de agendamentos.","65536"
"SCH046","SCH046_CONF_GROUP_PROF","0","Profissionais que integram o grupo de confirmaes de agendamentos.","65536"
"SCH045","SCH045_CONF_GROUP_HMO","0","convênios que integram o grupo de confirmaes de agendamentos.","65536"
"SCH044","SCH044_CONF_GROUP_STATUS","11","Status dos compromissos que integram o grupo de confirmaes de agendamentos.","65536"
"SCH043","SCH043_CONF_GROUP_SCHEDULE","791","Agendas que integram o grupo de confirmaes de agendamentos.","65536"
"SCH042","SCH042_CONF_GROUP","1","Grupo de Confirmações de Agendamentos.","65536"
"SCH041","SCH041_TIME_BLOCK_DAY","52213","Definem os dias de bloqueio:- Sunday (domingo)- Monday (segunda)- Tuesday (terça)- Wednesday (quarta)- Thursday (quinta)- Friday (sexta)- Saturday (sábado)","2097152"
"SCH040","SCH040_TASK_STRUCTURE_DESC","24","Tabela de descrições das Estruturas Modelo de um determinado Tipo/Perfil de agendaContém os 4 possíveis campos a serem utilizados como descrição para cada tipo de entidade.","65536"
"SCH039","SCH039_COMMON_CPT_EXAM_ITEM","75","Exames ou procedimentos associados a um grupo de mais utilizados no assistente de agendamento","65536"
"SCH038","SCH038_COMMON_CPT_EXAM","7","Grupo de mais utilizados no assistente de agendamento","65536"
"SCH037","SCH037_SCHEDULE_CHILDREN","1320","Agendas-filho. Este conceito serve para que determinar uma pseudo-agenda, pois esta no possuir uma estrutura, mas sim uma coleção de agendas.Ex.: Um call center que realiza marcações em diversas agendas. Desta forma, através desta tabela, o usuário ter acesso a outras agendas sem, necessariamente, precisar logar-se na unidade referente.","65536"
"SCH036","SCH036_WAITING_LIST_PERIOD","0","Períodos de preferência de um registro da Lista de Espera da Agenda","65536"
